jelo,kategorija,cijena,datum
Ruska salata 200g,Salata,4.0,2018-10-09 00:59:58
Engleska salata 100g,Salata,2.0,2018-04-27 06:07:24
Luk,Salata,1.0,2018-10-12 05:23:18
Luk,Salata,1.0,2018-06-03 09:52:40
Čaj,Piće,1.5,2018-05-24 02:06:03
Jabuka,Piće,2.0,2018-04-18 04:13:03
Šiš ćevapi,Roštilj,4.0,2018-02-07 21:26:04
Oslić 200g,Posno,6.0,2018-11-24 15:22:27
Kafa,Kafa,2.0,2018-05-16 13:51:49
Omlet sa povrćem,Doručak,4.0,2018-09-30 23:06:41
Čizburger,Ručak,4.5,2018-01-20 09:57:14
Ruska salata 100g,Salata,2.0,2018-03-17 06:50:54
Kola,Piće,2.0,2018-10-23 20:50:02
Omlet sa povrćem,Doručak,4.0,2018-10-10 19:15:04
Šiš ćevapi,Roštilj,4.0,2018-10-31 18:55:20
Šiš ćevapi,Roštilj,4.0,2018-04-19 09:00:35
Ruska salata 200g,Salata,4.0,2018-10-26 19:18:49
Pileći file,Roštilj,5.0,2018-03-08 08:06:48
Kola,Piće,2.0,2018-07-15 13:27:54
Omlet sa sirom,Doručak,4.0,2018-08-31 22:10:34
Kupus salata 100g,Salata,1.0,2018-03-24 17:33:44
Fruit smoothie 1,Smoothie,3.0,2018-06-07 02:57:04
Roštiljska kobasica,Roštilj,3.0,2018-09-12 09:24:04
Lignje 300g,Posno,8.0,2018-06-14 12:28:01
Hercegovačko vino,Piće,20.0,2018-11-02 06:25:48
Hercegovačko vino,Piće,20.0,2018-02-10 01:09:25
Dupli čizburger,Ručak,6.0,2018-03-11 07:08:37
Doručak specijal,Doručak,6.0,2018-11-21 08:21:36
Luk,Salata,1.0,2018-12-16 04:01:08
Luk,Salata,1.0,2018-01-04 07:01:00
Fruit smoothie 3,Smoothie,3.0,2018-08-09 23:16:59
Ćevapi srednja porcija,Roštilj,5.0,2018-09-21 06:15:34
Doručak specijal,Doručak,6.0,2018-05-04 19:18:25
Čizburger,Ručak,4.5,2018-10-27 02:13:25
Kupus salata 100g,Salata,1.0,2018-01-20 22:39:35
Doručak specijal,Doručak,6.0,2018-01-22 11:04:22
Crno Vino,Piće,18.0,2018-03-23 05:13:38
Kola,Piće,2.0,2018-02-16 20:24:20
Fruit smoothie 2,Smoothie,3.0,2018-08-15 05:42:12
Roštiljska kobasica,Roštilj,3.0,2018-06-29 23:26:46
Jaja i kobasica,Doručak,5.0,2018-02-11 06:07:37
Pileći file,Roštilj,5.0,2018-11-22 10:30:05
Čizburger,Ručak,4.5,2018-10-18 02:27:27
Engleska salata 100g,Salata,2.0,2018-10-20 08:43:22
Dupli čizburger,Ručak,6.0,2018-10-20 00:44:35
Ćevapi mala porcija,Roštilj,3.0,2018-07-18 19:11:00
Fruit smoothie 3,Smoothie,3.0,2018-03-09 12:18:25
Ruska salata 200g,Salata,4.0,2018-01-07 19:28:44
Doručak specijal,Doručak,6.0,2018-10-26 14:43:50
Roštiljska kobasica,Roštilj,3.0,2018-05-09 21:28:21
Fruit smoothie 2,Smoothie,3.0,2018-04-10 00:05:43
Hamburger,Ručak,4.0,2018-08-02 00:43:41
Ruska salata 100g,Salata,2.0,2018-05-06 15:29:34
Dupli čizburger,Ručak,6.0,2018-12-05 02:22:01
Šiš ćevapi,Roštilj,4.0,2018-07-05 13:17:59
Omlet,Doručak,3.5,2018-02-14 22:23:05
Omlet,Doručak,3.5,2018-04-12 19:06:52
Voćni sendvič,Sendvič,3.0,2018-01-26 04:57:56
Fruit smoothie 1,Smoothie,3.0,2018-01-09 11:08:18
Kola,Piće,2.0,2018-01-10 06:48:29
Pileći file,Roštilj,5.0,2018-08-17 04:10:53
Voćni sendvič,Sendvič,3.0,2018-07-02 20:48:17
Jabuka,Piće,2.0,2018-03-04 12:25:04
Engleska salata 100g,Salata,2.0,2018-06-23 12:03:50
Pileće krpice,Roštilj,6.0,2018-07-21 12:34:38
Riblja čorba,Posno,6.0,2018-07-18 15:05:55
Engleska salata 100g,Salata,2.0,2018-02-19 13:59:45
Crno Vino,Piće,18.0,2018-08-19 17:31:00
Omlet sa sirom,Doručak,4.0,2018-01-04 07:01:42
Kapućino,Kafa,2.0,2018-05-27 15:07:35
Ćevapi mala porcija,Roštilj,3.0,2018-02-06 06:46:46
Vijetnamski som 200g,Posno,12.0,2018-06-24 01:49:08
Engleska salata 100g,Salata,2.0,2018-04-21 22:05:40
Jagoda,Piće,2.0,2018-07-17 00:48:05
Pileći file,Roštilj,5.0,2018-09-11 08:26:01
Fruit smoothie 2,Smoothie,3.0,2018-01-18 21:14:32
Šiš ćevapi,Roštilj,4.0,2018-09-12 11:31:37
Doručak specijal,Doručak,6.0,2018-03-12 16:37:37
Omlet sa povrćem,Doručak,4.0,2018-03-16 15:28:12
Pastrmka 200g,Posno,7.0,2018-12-03 23:25:58
Ćevapi velika porcija,Roštilj,6.5,2018-07-15 02:00:04
Fruit smoothie 3,Smoothie,3.0,2018-07-12 22:01:08
Riblja čorba,Posno,6.0,2018-01-08 16:31:16
Čizburger,Ručak,4.5,2018-04-04 20:04:07
Omlet,Doručak,3.5,2018-09-26 21:44:15
Kupus salata 100g,Salata,1.0,2018-07-07 03:17:01
Fruit smoothie 1,Smoothie,3.0,2018-08-29 15:52:28
Omlet sa slaninom,Doručak,5.0,2018-11-10 04:49:05
Šiš ćevapi,Roštilj,4.0,2018-11-04 16:47:03
Čaj,Piće,1.5,2018-03-15 17:15:18
Ćevapi srednja porcija,Roštilj,5.0,2018-10-07 07:18:59
Doručak specijal,Doručak,6.0,2018-11-10 01:26:22
Luk,Salata,1.0,2018-07-27 04:37:58
Pastrmka 200g,Posno,7.0,2018-05-15 01:32:22
Kola,Piće,2.0,2018-08-24 07:00:59
Omlet,Doručak,3.5,2018-12-29 06:07:02
Fruit smoothie 2,Smoothie,3.0,2018-03-24 18:40:50
Ćevapi velika porcija,Roštilj,6.5,2018-10-24 13:26:56
Dupli čizburger,Ručak,6.0,2018-01-18 13:32:38
Voćni sendvič,Sendvič,3.0,2018-04-03 20:48:11
Domaća čorba,Ručak,5.0,2018-04-02 11:55:45
Šiš ćevapi,Roštilj,4.0,2018-05-21 13:12:27
Fruit smoothie 3,Smoothie,3.0,2018-09-29 10:31:27
Dupli čizburger,Ručak,6.0,2018-03-02 20:25:25
Bijelo Vino,Piće,15.0,2018-08-10 05:00:40
Kafa,Kafa,2.0,2018-04-13 05:15:13
Cedevita,Piće,3.0,2018-03-29 11:47:33
Oslić 200g,Posno,6.0,2018-03-29 04:52:51
Crno Vino,Piće,18.0,2018-12-14 06:53:35
Jaja i kobasica,Doručak,5.0,2018-01-01 14:02:50
Omlet sa sirom,Doručak,4.0,2018-05-25 11:42:47
Kafa,Kafa,2.0,2018-02-09 16:57:03
Indeks sendvič,Sendvič,2.0,2018-03-04 08:39:06
Kafa,Kafa,2.0,2018-01-23 14:38:25
Ruska salata 100g,Salata,2.0,2018-05-12 05:47:01
Indeks sendvič,Sendvič,2.0,2018-01-11 02:28:55
Omlet sa sirom,Doručak,4.0,2018-03-15 01:39:30
Ćevapi velika porcija,Roštilj,6.5,2018-03-12 23:34:21
Fruit smoothie 3,Smoothie,3.0,2018-09-03 20:59:50
Gurmanski hamburger,Ručak,7.0,2018-12-01 06:48:25
Jagoda,Piće,2.0,2018-06-03 09:53:55
Fruit smoothie 1,Smoothie,3.0,2018-11-19 09:15:51
Doručak specijal,Doručak,6.0,2018-04-04 15:33:21
Bijelo Vino,Piće,15.0,2018-01-17 11:51:03
Ruska salata 100g,Salata,2.0,2018-08-27 14:55:52
Gurmanski hamburger,Ručak,7.0,2018-08-15 05:34:45
Luk,Salata,1.0,2018-07-02 02:25:05
Čaj,Piće,1.5,2018-10-09 00:43:19
Riblja čorba,Posno,6.0,2018-01-30 08:20:54
Indeks sendvič,Sendvič,2.0,2018-09-01 14:55:15
Ćevapi srednja porcija,Roštilj,5.0,2018-07-02 15:04:18
Kupus salata 100g,Salata,1.0,2018-06-18 11:24:51
Roštiljska kobasica,Roštilj,3.0,2018-05-03 21:40:21
Kafa,Kafa,2.0,2018-10-26 20:29:25
Fruit smoothie 1,Smoothie,3.0,2018-08-24 13:57:29
Fruit smoothie 1,Smoothie,3.0,2018-07-01 10:42:23
Gurmanski hamburger,Ručak,7.0,2018-10-01 07:10:42
Čaj,Piće,1.5,2018-08-18 10:00:11
Crno Vino,Piće,18.0,2018-06-22 04:08:43
Engleska salata 100g,Salata,2.0,2018-06-16 14:36:14
Kafa,Kafa,2.0,2018-08-29 15:12:57
Hamburger,Ručak,4.0,2018-05-28 04:20:50
Crno Vino,Piće,18.0,2018-05-07 15:33:34
Pastrmka 200g,Posno,7.0,2018-01-12 08:47:36
Indeks sendvič,Sendvič,2.0,2018-01-22 04:20:02
Čizburger,Ručak,4.5,2018-05-19 09:58:25
Vijetnamski som 200g,Posno,12.0,2018-01-26 15:41:58
Lignje 300g,Posno,8.0,2018-02-15 01:04:52
Vijetnamski som 200g,Posno,12.0,2018-04-22 04:21:32
Kupus salata 100g,Salata,1.0,2018-07-24 19:29:55
Ćevapi velika porcija,Roštilj,6.5,2018-08-07 10:37:02
Pileći file,Roštilj,5.0,2018-05-02 01:51:23
Hamburger,Ručak,4.0,2018-10-15 02:50:30
Indeks sendvič,Sendvič,2.0,2018-01-17 06:44:05
Riblja čorba,Posno,6.0,2018-03-11 10:57:26
Engleska salata 100g,Salata,2.0,2018-01-25 21:15:47
Oslić 200g,Posno,6.0,2018-03-15 03:47:45
Indeks sendvič,Sendvič,2.0,2018-10-14 14:09:55
Oslić 200g,Posno,6.0,2018-08-02 23:00:03
Pileće krpice,Roštilj,6.0,2018-06-28 01:54:55
Roštiljska kobasica,Roštilj,3.0,2018-01-23 11:26:50
Dupli čizburger,Ručak,6.0,2018-05-19 13:27:27
Cedevita,Piće,3.0,2018-12-10 04:34:26
Ćevapi velika porcija,Roštilj,6.5,2018-11-19 02:00:57
Omlet sa slaninom,Doručak,5.0,2018-09-11 17:30:22
Kapućino,Kafa,2.0,2018-11-19 06:39:23
Šiš ćevapi,Roštilj,4.0,2018-01-18 20:02:20
Ćevapi srednja porcija,Roštilj,5.0,2018-06-16 15:22:07
Dupli čizburger,Ručak,6.0,2018-04-20 08:24:48
Omlet,Doručak,3.5,2018-02-08 09:44:50
Fruit smoothie 3,Smoothie,3.0,2018-03-05 15:45:40
Oslić 200g,Posno,6.0,2018-12-28 07:26:24
Roštiljska kobasica,Roštilj,3.0,2018-11-25 05:11:22
Pileći file,Roštilj,5.0,2018-10-08 13:37:39
Roštiljska kobasica,Roštilj,3.0,2018-08-22 13:59:58
Kafa,Kafa,2.0,2018-10-15 04:46:14
Domaća čorba,Ručak,5.0,2018-02-01 14:08:41
Indeks sendvič,Sendvič,2.0,2018-02-10 22:44:01
Pileći file,Roštilj,5.0,2018-03-24 00:37:54
Engleska salata 100g,Salata,2.0,2018-04-19 18:13:04
Hamburger,Ručak,4.0,2018-01-01 06:34:07
Ćevapi srednja porcija,Roštilj,5.0,2018-10-03 18:35:07
Vijetnamski som 200g,Posno,12.0,2018-06-30 10:26:42
Luk,Salata,1.0,2018-05-14 09:39:25
Pastrmka 200g,Posno,7.0,2018-05-25 00:33:26
Jabuka,Piće,2.0,2018-12-04 19:15:45
Fruit smoothie 2,Smoothie,3.0,2018-12-28 23:45:54
Lignje 300g,Posno,8.0,2018-11-30 18:12:43
Voćni sendvič,Sendvič,3.0,2018-04-23 13:21:15
Ćevapi srednja porcija,Roštilj,5.0,2018-07-26 13:12:06
Gurmanski hamburger,Ručak,7.0,2018-02-18 16:01:02
Bijelo Vino,Piće,15.0,2018-09-11 17:50:13
Ruska salata 100g,Salata,2.0,2018-08-04 08:03:21
Engleska salata 100g,Salata,2.0,2018-01-05 18:30:30
Pileće krpice,Roštilj,6.0,2018-03-15 18:42:50
Hamburger,Ručak,4.0,2018-09-24 15:07:53
Oslić 200g,Posno,6.0,2018-08-12 16:18:50
Ćevapi srednja porcija,Roštilj,5.0,2018-08-24 12:15:50
Engleska salata 100g,Salata,2.0,2018-07-23 08:07:55
Doručak specijal,Doručak,6.0,2018-10-12 23:22:40
Ruska salata 200g,Salata,4.0,2018-11-19 13:46:40
Indeks sendvič,Sendvič,2.0,2018-04-15 00:53:18
Gurmanski hamburger,Ručak,7.0,2018-01-21 17:11:39
Doručak specijal,Doručak,6.0,2018-06-25 07:05:04
Omlet sa povrćem,Doručak,4.0,2018-01-07 03:35:45
Lignje 300g,Posno,8.0,2018-09-20 10:31:30
Riblja čorba,Posno,6.0,2018-08-09 11:35:16
Pileći file,Roštilj,5.0,2018-12-14 17:24:46
Ćevapi srednja porcija,Roštilj,5.0,2018-01-01 09:52:59
Kupus salata 100g,Salata,1.0,2018-01-24 15:19:17
Kola,Piće,2.0,2018-12-10 18:18:33
Bijelo Vino,Piće,15.0,2018-11-27 11:45:54
Jagoda,Piće,2.0,2018-06-21 08:35:18
Šiš ćevapi,Roštilj,4.0,2018-04-01 10:52:02
Pileći file,Roštilj,5.0,2018-03-01 15:06:05
Fruit smoothie 3,Smoothie,3.0,2018-04-12 17:49:32
Luk,Salata,1.0,2018-11-07 06:50:13
Jagoda,Piće,2.0,2018-06-26 06:54:33
Fruit smoothie 1,Smoothie,3.0,2018-07-31 23:15:23
Jabuka,Piće,2.0,2018-12-12 08:12:53
Crno Vino,Piće,18.0,2018-03-21 09:31:58
Pileći file,Roštilj,5.0,2018-02-08 20:36:45
Ruska salata 200g,Salata,4.0,2018-07-17 10:46:31
Oslić 200g,Posno,6.0,2018-10-30 11:55:35
Omlet sa slaninom,Doručak,5.0,2018-06-05 09:47:12
Hamburger,Ručak,4.0,2018-09-18 22:01:36
Omlet sa sirom,Doručak,4.0,2018-09-11 22:43:06
Ćevapi srednja porcija,Roštilj,5.0,2018-09-24 19:43:29
Fruit smoothie 2,Smoothie,3.0,2018-03-10 03:31:01
Fruit smoothie 2,Smoothie,3.0,2018-12-07 14:18:38
Omlet sa slaninom,Doručak,5.0,2018-09-26 12:11:43
Lignje 300g,Posno,8.0,2018-06-27 01:28:55
Kafa,Kafa,2.0,2018-11-11 13:46:40
Vijetnamski som 200g,Posno,12.0,2018-11-15 09:45:24
Bijelo Vino,Piće,15.0,2018-02-25 07:36:18
Fruit smoothie 1,Smoothie,3.0,2018-10-23 22:04:17
Čizburger,Ručak,4.5,2018-02-12 12:18:41
Indeks sendvič,Sendvič,2.0,2018-06-10 11:57:35
Dupli čizburger,Ručak,6.0,2018-09-17 13:40:07
Domaća čorba,Ručak,5.0,2018-04-08 05:16:32
Cedevita,Piće,3.0,2018-06-28 13:05:47
Jabuka,Piće,2.0,2018-08-05 03:03:00
Fruit smoothie 1,Smoothie,3.0,2018-01-04 11:32:09
Jabuka,Piće,2.0,2018-02-16 02:41:48
Omlet sa povrćem,Doručak,4.0,2018-05-08 13:12:50
Kola,Piće,2.0,2018-05-03 05:14:11
Voćni sendvič,Sendvič,3.0,2018-11-10 16:25:47
Luk,Salata,1.0,2018-08-01 01:47:13
Indeks sendvič,Sendvič,2.0,2018-02-16 17:48:16
Šiš ćevapi,Roštilj,4.0,2018-10-07 11:52:37
Oslić 200g,Posno,6.0,2018-01-02 06:25:46
Indeks sendvič,Sendvič,2.0,2018-10-01 17:32:09
Kapućino,Kafa,2.0,2018-01-09 12:26:14
Čizburger,Ručak,4.5,2018-06-28 22:33:20
Kapućino,Kafa,2.0,2018-05-04 23:29:24
Čizburger,Ručak,4.5,2018-01-16 07:05:48
Gurmanski hamburger,Ručak,7.0,2018-05-23 22:26:40
Omlet sa sirom,Doručak,4.0,2018-04-19 00:10:03
Indeks sendvič,Sendvič,2.0,2018-02-11 15:04:05
Luk,Salata,1.0,2018-12-16 10:14:01
Omlet sa povrćem,Doručak,4.0,2018-07-28 06:32:04
Crno Vino,Piće,18.0,2018-07-04 13:57:17
Vijetnamski som 200g,Posno,12.0,2018-09-03 23:17:38
Pastrmka 200g,Posno,7.0,2018-11-05 15:47:45
Doručak specijal,Doručak,6.0,2018-03-07 12:15:50
Omlet,Doručak,3.5,2018-12-01 19:32:17
Jagoda,Piće,2.0,2018-06-15 16:18:35
Voćni sendvič,Sendvič,3.0,2018-04-05 19:22:09
Doručak specijal,Doručak,6.0,2018-04-02 22:18:36
Oslić 200g,Posno,6.0,2018-07-30 03:53:22
Omlet sa sirom,Doručak,4.0,2018-09-30 12:18:43
Pileći file,Roštilj,5.0,2018-06-26 05:03:52
Ćevapi velika porcija,Roštilj,6.5,2018-10-25 05:17:03
Gurmanski hamburger,Ručak,7.0,2018-05-01 08:06:18
Omlet sa sirom,Doručak,4.0,2018-03-10 18:04:08
Pastrmka 200g,Posno,7.0,2018-08-11 15:41:59
Omlet sa povrćem,Doručak,4.0,2018-12-06 00:46:59
Indeks sendvič,Sendvič,2.0,2018-07-01 17:48:59
Roštiljska kobasica,Roštilj,3.0,2018-01-17 22:25:38
Šiš ćevapi,Roštilj,4.0,2018-12-06 12:10:45
Kupus salata 100g,Salata,1.0,2018-03-22 01:02:02
Oslić 300g,Posno,8.0,2018-09-29 20:26:43
Crno Vino,Piće,18.0,2018-09-28 12:12:29
Jaja i kobasica,Doručak,5.0,2018-02-08 15:51:43
Riblja čorba,Posno,6.0,2018-06-30 10:33:16
Ćevapi srednja porcija,Roštilj,5.0,2018-08-14 10:05:35
Čaj,Piće,1.5,2018-07-06 13:55:43
Domaća čorba,Ručak,5.0,2018-09-16 09:46:46
Indeks sendvič,Sendvič,2.0,2018-01-25 03:47:11
Jabuka,Piće,2.0,2018-02-28 13:05:32
Dupli čizburger,Ručak,6.0,2018-07-12 09:54:40
Jabuka,Piće,2.0,2018-08-16 15:10:26
Dupli čizburger,Ručak,6.0,2018-02-26 06:43:43
Čizburger,Ručak,4.5,2018-04-23 22:04:45
Ćevapi mala porcija,Roštilj,3.0,2018-01-14 23:37:42
Pastrmka 200g,Posno,7.0,2018-06-27 05:07:22
Oslić 200g,Posno,6.0,2018-11-04 06:58:43
Čizburger,Ručak,4.5,2018-07-31 12:01:29
Čizburger,Ručak,4.5,2018-10-14 09:37:47
Oslić 200g,Posno,6.0,2018-10-06 16:49:13
Pastrmka 200g,Posno,7.0,2018-02-01 23:17:24
Voćni sendvič,Sendvič,3.0,2018-04-28 07:52:25
Šiš ćevapi,Roštilj,4.0,2018-02-13 23:49:01
Crno Vino,Piće,18.0,2018-03-13 17:01:24
Ruska salata 200g,Salata,4.0,2018-06-19 23:35:18
Roštiljska kobasica,Roštilj,3.0,2018-04-21 11:56:42
Pastrmka 200g,Posno,7.0,2018-05-12 21:25:43
Fruit smoothie 2,Smoothie,3.0,2018-01-15 22:07:54
Cedevita,Piće,3.0,2018-03-05 17:51:22
Hamburger,Ručak,4.0,2018-06-10 16:06:30
Kafa,Kafa,2.0,2018-01-06 11:38:00
Ćevapi velika porcija,Roštilj,6.5,2018-12-15 16:46:36
Gurmanski hamburger,Ručak,7.0,2018-11-16 05:49:24
Roštiljska kobasica,Roštilj,3.0,2018-08-05 22:00:22
Kapućino,Kafa,2.0,2018-02-03 23:40:17
Luk,Salata,1.0,2018-07-22 13:51:49
Ćevapi velika porcija,Roštilj,6.5,2018-11-28 23:08:48
Ćevapi velika porcija,Roštilj,6.5,2018-08-19 14:06:24
Kafa,Kafa,2.0,2018-03-23 22:41:15
Jagoda,Piće,2.0,2018-08-04 08:43:08
Vijetnamski som 200g,Posno,12.0,2018-12-10 03:43:48
Jabuka,Piće,2.0,2018-08-05 03:06:11
Fruit smoothie 2,Smoothie,3.0,2018-03-19 13:57:33
Pastrmka 200g,Posno,7.0,2018-12-22 19:08:37
Omlet sa povrćem,Doručak,4.0,2018-09-05 17:15:10
Ruska salata 100g,Salata,2.0,2018-11-13 00:09:40
Ruska salata 200g,Salata,4.0,2018-02-16 00:45:58
Indeks sendvič,Sendvič,2.0,2018-05-01 17:55:22
Indeks sendvič,Sendvič,2.0,2018-10-11 03:29:11
Fruit smoothie 2,Smoothie,3.0,2018-09-28 18:35:19
Indeks sendvič,Sendvič,2.0,2018-06-13 10:54:20
Hamburger,Ručak,4.0,2018-01-06 01:20:04
Crno Vino,Piće,18.0,2018-02-09 22:45:48
Čaj,Piće,1.5,2018-07-16 05:21:06
Cedevita,Piće,3.0,2018-10-21 21:46:02
Luk,Salata,1.0,2018-10-27 22:43:51
Engleska salata 100g,Salata,2.0,2018-09-17 17:31:54
Bijelo Vino,Piće,15.0,2018-02-09 11:56:38
Pastrmka 200g,Posno,7.0,2018-01-14 22:25:58
Crno Vino,Piće,18.0,2018-10-18 20:36:06
Omlet sa slaninom,Doručak,5.0,2018-05-27 09:33:18
Ćevapi srednja porcija,Roštilj,5.0,2018-02-17 09:01:58
Crno Vino,Piće,18.0,2018-08-27 11:16:34
Cedevita,Piće,3.0,2018-03-17 02:54:24
Bijelo Vino,Piće,15.0,2018-03-24 16:24:10
Oslić 200g,Posno,6.0,2018-05-02 00:18:15
Ruska salata 100g,Salata,2.0,2018-09-09 13:43:44
Doručak specijal,Doručak,6.0,2018-06-30 05:23:52
Oslić 200g,Posno,6.0,2018-08-24 22:44:39
Omlet,Doručak,3.5,2018-12-24 14:34:57
Indeks sendvič,Sendvič,2.0,2018-10-16 09:44:23
Luk,Salata,1.0,2018-12-27 23:31:38
Ćevapi srednja porcija,Roštilj,5.0,2018-12-31 12:38:24
Pastrmka 200g,Posno,7.0,2018-04-06 07:06:43
Pileće krpice,Roštilj,6.0,2018-02-24 08:05:51
Hercegovačko vino,Piće,20.0,2018-05-18 15:56:38
Bijelo Vino,Piće,15.0,2018-08-09 22:34:32
Pileći file,Roštilj,5.0,2018-03-31 09:35:10
Crno Vino,Piće,18.0,2018-11-18 05:13:19
Omlet sa sirom,Doručak,4.0,2018-09-06 08:51:21
Lignje 300g,Posno,8.0,2018-03-05 23:34:35
Domaća čorba,Ručak,5.0,2018-02-15 12:11:09
Kafa,Kafa,2.0,2018-10-12 16:50:51
Dupli čizburger,Ručak,6.0,2018-09-23 04:16:09
Ruska salata 100g,Salata,2.0,2018-11-24 11:41:53
Hercegovačko vino,Piće,20.0,2018-12-17 21:09:14
Bijelo Vino,Piće,15.0,2018-08-06 23:58:47
Fruit smoothie 2,Smoothie,3.0,2018-08-27 17:31:32
Ruska salata 100g,Salata,2.0,2018-11-15 13:29:51
Oslić 200g,Posno,6.0,2018-12-17 01:13:29
Fruit smoothie 3,Smoothie,3.0,2018-12-30 04:29:02
Omlet,Doručak,3.5,2018-11-22 23:26:14
Jaja i kobasica,Doručak,5.0,2018-10-09 22:17:58
Omlet sa sirom,Doručak,4.0,2018-12-27 06:05:42
Indeks sendvič,Sendvič,2.0,2018-04-16 18:55:08
Voćni sendvič,Sendvič,3.0,2018-06-26 04:59:56
Fruit smoothie 2,Smoothie,3.0,2018-10-25 19:40:51
Pileće krpice,Roštilj,6.0,2018-11-14 08:31:56
Dupli čizburger,Ručak,6.0,2018-01-14 16:11:06
Kafa,Kafa,2.0,2018-08-31 04:48:43
Čaj,Piće,1.5,2018-08-28 15:11:51
Indeks sendvič,Sendvič,2.0,2018-02-19 09:17:04
Doručak specijal,Doručak,6.0,2018-10-28 20:39:10
Domaća čorba,Ručak,5.0,2018-07-08 01:53:01
Bijelo Vino,Piće,15.0,2018-11-25 20:21:51
Roštiljska kobasica,Roštilj,3.0,2018-05-24 03:11:57
Kola,Piće,2.0,2018-01-11 23:17:59
Ćevapi velika porcija,Roštilj,6.5,2018-08-07 10:12:57
Kupus salata 100g,Salata,1.0,2018-06-12 04:11:36
Ruska salata 100g,Salata,2.0,2018-07-09 05:51:10
Roštiljska kobasica,Roštilj,3.0,2018-11-27 10:37:04
Domaća čorba,Ručak,5.0,2018-12-23 09:19:46
Crno Vino,Piće,18.0,2018-09-02 09:56:37
Cedevita,Piće,3.0,2018-10-13 15:13:37
Ćevapi srednja porcija,Roštilj,5.0,2018-05-05 03:24:16
Hercegovačko vino,Piće,20.0,2018-05-28 22:10:35
Ruska salata 200g,Salata,4.0,2018-01-31 05:49:55
Riblja čorba,Posno,6.0,2018-08-03 16:20:00
Jabuka,Piće,2.0,2018-04-01 06:14:44
Ćevapi velika porcija,Roštilj,6.5,2018-09-16 22:47:32
Kafa,Kafa,2.0,2018-12-08 04:01:59
Doručak specijal,Doručak,6.0,2018-12-19 11:47:51
Hercegovačko vino,Piće,20.0,2018-11-02 08:18:57
Gurmanski hamburger,Ručak,7.0,2018-04-11 00:56:00
Roštiljska kobasica,Roštilj,3.0,2018-12-15 23:59:22
Crno Vino,Piće,18.0,2018-07-14 07:38:22
Hamburger,Ručak,4.0,2018-01-09 20:36:15
Lignje 300g,Posno,8.0,2018-05-12 18:31:50
Kapućino,Kafa,2.0,2018-06-29 01:00:31
Šiš ćevapi,Roštilj,4.0,2018-03-20 09:58:34
Gurmanski hamburger,Ručak,7.0,2018-08-28 04:51:10
Hamburger,Ručak,4.0,2018-11-30 23:57:28
Hercegovačko vino,Piće,20.0,2018-12-27 07:56:16
Ćevapi mala porcija,Roštilj,3.0,2018-09-27 08:12:48
Ruska salata 100g,Salata,2.0,2018-07-31 00:46:20
Omlet sa slaninom,Doručak,5.0,2018-02-08 06:02:51
Ćevapi mala porcija,Roštilj,3.0,2018-02-10 12:05:27
Fruit smoothie 1,Smoothie,3.0,2018-10-14 05:23:06
Kafa,Kafa,2.0,2018-03-02 11:56:45
Gurmanski hamburger,Ručak,7.0,2018-06-02 18:47:56
Jagoda,Piće,2.0,2018-02-08 16:41:10
Riblja čorba,Posno,6.0,2018-09-03 14:29:50
Hercegovačko vino,Piće,20.0,2018-04-18 09:17:20
Vijetnamski som 200g,Posno,12.0,2018-10-10 04:40:27
Fruit smoothie 2,Smoothie,3.0,2018-11-08 21:04:49
Kupus salata 100g,Salata,1.0,2018-03-20 09:10:36
Oslić 300g,Posno,8.0,2018-07-01 11:23:52
Hercegovačko vino,Piće,20.0,2018-04-03 00:33:05
Vijetnamski som 200g,Posno,12.0,2018-10-10 06:13:29
Kafa,Kafa,2.0,2018-10-29 15:57:16
Gurmanski hamburger,Ručak,7.0,2018-01-08 05:34:10
Bijelo Vino,Piće,15.0,2018-03-23 23:54:22
Kafa,Kafa,2.0,2018-01-02 04:32:05
Dupli čizburger,Ručak,6.0,2018-10-26 14:12:28
Vijetnamski som 200g,Posno,12.0,2018-07-03 17:35:07
Jagoda,Piće,2.0,2018-12-27 13:18:19
Kapućino,Kafa,2.0,2018-06-28 23:09:07
Lignje 300g,Posno,8.0,2018-08-07 19:46:45
Oslić 200g,Posno,6.0,2018-08-20 06:20:53
Kola,Piće,2.0,2018-12-03 21:53:32
Voćni sendvič,Sendvič,3.0,2018-04-14 06:28:07
Cedevita,Piće,3.0,2018-08-29 14:26:42
Šiš ćevapi,Roštilj,4.0,2018-09-25 15:07:05
Ćevapi srednja porcija,Roštilj,5.0,2018-03-03 06:17:21
Engleska salata 100g,Salata,2.0,2018-12-22 07:17:31
Oslić 200g,Posno,6.0,2018-08-08 01:31:37
Cedevita,Piće,3.0,2018-04-03 00:22:16
Omlet,Doručak,3.5,2018-09-02 21:43:29
Pastrmka 200g,Posno,7.0,2018-08-22 17:03:16
Oslić 300g,Posno,8.0,2018-03-29 19:07:49
Luk,Salata,1.0,2018-01-17 17:00:11
Šiš ćevapi,Roštilj,4.0,2018-08-06 14:59:31
Ćevapi mala porcija,Roštilj,3.0,2018-12-19 23:56:50
Kupus salata 100g,Salata,1.0,2018-04-29 23:53:19
Čizburger,Ručak,4.5,2018-01-13 08:38:21
Indeks sendvič,Sendvič,2.0,2018-06-25 05:05:46
Omlet,Doručak,3.5,2018-03-29 17:59:15
Jaja i kobasica,Doručak,5.0,2018-06-25 06:51:20
